"Subject","Begin Date","Start","End Date","End","WholeDay","Alarm"
"Purnima; Sri Krsna Saradiya Rasayatra; Sri Murari Gupta -- Disappearance; Laksmi Puja; Last day of Padmanabha Masa; ","31.10.2020","0:00:00","1.11.2020","0:00:00","True","False"
"Pratipat; First day of Damodara Masa; ","1.11.2020","0:00:00","2.11.2020","0:00:00","True","False"
"Dvitiya; ","2.11.2020","0:00:00","3.11.2020","0:00:00","True","False"
"Tritiya; ","3.11.2020","0:00:00","4.11.2020","0:00:00","True","False"
"Caturthi; ","4.11.2020","0:00:00","5.11.2020","0:00:00","True","False"
"Pancami; Srila Narottama Dasa Thakura -- Disappearance; ","5.11.2020","0:00:00","6.11.2020","0:00:00","True","False"
"Sasti; ","6.11.2020","0:00:00","7.11.2020","0:00:00","True","False"
"Saptami; ","7.11.2020","0:00:00","8.11.2020","0:00:00","True","False"
"Astami; Appearance of Radha Kunda, snana dana; Bahulastami; ","8.11.2020","0:00:00","9.11.2020","0:00:00","True","False"
"Navami; Sri Virabhadra -- Appearance; ","9.11.2020","0:00:00","10.11.2020","0:00:00","True","False"
"Dasami; ","10.11.2020","0:00:00","11.11.2020","0:00:00","True","False"
"Ekadasi (suitable for fasting); Fasting for Rama Ekadasi; ","11.11.2020","0:00:00","12.11.2020","0:00:00","True","False"
"Dvadasi; Break fast 07:35 - 10:12 (LT); ","12.11.2020","0:00:00","13.11.2020","0:00:00","True","False"
"Trayodasi; ","13.11.2020","0:00:00","14.11.2020","0:00:00","True","False"
"Caturdasi; ","14.11.2020","0:00:00","15.11.2020","0:00:00","True","False"
"Pratipat; Go Puja. Go Krda. Govardhana Puja.; Dipa dana, Dipavali, (Kali Puja); Bali Daityaraja Puja; Sri Rasikananda -- Appearance; ","15.11.2020","0:00:00","16.11.2020","0:00:00","True","False"
"Dvitiya; Sri Vasudeva Ghosh -- Disappearance; Vrscika Sankranti; ","16.11.2020","0:00:00","17.11.2020","0:00:00","True","False"
"Tritiya; ","17.11.2020","0:00:00","18.11.2020","0:00:00","True","False"
"Caturthi; Srila Prabhupada -- Disappearance; ","18.11.2020","0:00:00","19.11.2020","0:00:00","True","False"
"Pancami; ","19.11.2020","0:00:00","20.11.2020","0:00:00","True","False"
"Sasti; ","20.11.2020","0:00:00","21.11.2020","0:00:00","True","False"
"Saptami; ","21.11.2020","0:00:00","22.11.2020","0:00:00","True","False"
"Astami; Gopastami, Gosthastami; Sri Gadadhara Dasa Gosvami -- Disappearance; Sri Dhananjaya Pandita -- Disappearance; Sri Srinivasa Acarya -- Disappearance; ","22.11.2020","0:00:00","23.11.2020","0:00:00","True","False"
"Navami; Jagaddhatri Puja; ","23.11.2020","0:00:00","24.11.2020","0:00:00","True","False"
"Dasami; Last day of the fourth Caturmasya month [EKADASI SYSTEM]; ","24.11.2020","0:00:00","25.11.2020","0:00:00","True","False"
"Ekadasi (suitable for fasting); Fasting for Utthana Ekadasi; Srila Gaura Kisora Dasa Babaji -- Disappearance; First day of Bhisma Pancaka; ","25.11.2020","0:00:00","26.11.2020","0:00:00","True","False"
"Dvadasi; Break fast 08:07 - 10:25 (LT); ","26.11.2020","0:00:00","27.11.2020","0:00:00","True","False"
"Trayodasi; ","27.11.2020","0:00:00","28.11.2020","0:00:00","True","False"
"Caturdasi; Sri Bhugarbha Gosvami -- Disappearance; Sri Kasisvara Pandita -- Disappearance; ","28.11.2020","0:00:00","29.11.2020","0:00:00","True","False"
"Caturdasi; ","29.11.2020","0:00:00","30.11.2020","0:00:00","True","False"
"Purnima; Sri Krsna Rasayatra; Tulasi-Saligrama Vivaha (marriage); Sri Nimbarkacarya -- Appearance; Last day of Bhisma Pancaka; Last day of Damodara Masa; ","30.11.2020","0:00:00","1.12.2020","0:00:00","True","False"
"Pratipat; Katyayani vrata begins; First day of Kesava Masa; ","1.12.2020","0:00:00","2.12.2020","0:00:00","True","False"
"Dvitiya; ","2.12.2020","0:00:00","3.12.2020","0:00:00","True","False"
"Tritiya; ","3.12.2020","0:00:00","4.12.2020","0:00:00","True","False"
"Caturthi; ","4.12.2020","0:00:00","5.12.2020","0:00:00","True","False"
"Pancami; ","5.12.2020","0:00:00","6.12.2020","0:00:00","True","False"
"Sasti; ","6.12.2020","0:00:00","7.12.2020","0:00:00","True","False"
"Saptami; ","7.12.2020","0:00:00","8.12.2020","0:00:00","True","False"
"Astami; ","8.12.2020","0:00:00","9.12.2020","0:00:00","True","False"
"Navami; ","9.12.2020","0:00:00","10.12.2020","0:00:00","True","False"
"Ekadasi (not suitable for fasting); Sri Narahari Sarakara Thakura -- Disappearance; ","10.12.2020","0:00:00","11.12.2020","0:00:00","True","False"
"Dvadasi (suitable for fasting); Fasting for Utpanna Ekadasi; Sri Kaliya Krsnadasa -- Disappearance; ","11.12.2020","0:00:00","12.12.2020","0:00:00","True","False"
"Trayodasi; Break fast 08:35 - 10:39 (LT); Sri Saranga Thakura -- Disappearance; ","12.12.2020","0:00:00","13.12.2020","0:00:00","True","False"
"Caturdasi; ","13.12.2020","0:00:00","14.12.2020","0:00:00","True","False"
"Amavasya; ","14.12.2020","0:00:00","15.12.2020","0:00:00","True","False"
"Pratipat; ","15.12.2020","0:00:00","16.12.2020","0:00:00","True","False"
"Dvitiya; Dhanus Sankranti; ","16.12.2020","0:00:00","17.12.2020","0:00:00","True","False"
"Tritiya; ","17.12.2020","0:00:00","18.12.2020","0:00:00","True","False"
"Caturthi; ","18.12.2020","0:00:00","19.12.2020","0:00:00","True","False"
"Pancami; ","19.12.2020","0:00:00","20.12.2020","0:00:00","True","False"
"Sasti; Odana sasthi; ","20.12.2020","0:00:00","21.12.2020","0:00:00","True","False"
"Saptami; ","21.12.2020","0:00:00","22.12.2020","0:00:00","True","False"
"Astami; ","22.12.2020","0:00:00","23.12.2020","0:00:00","True","False"
"Navami; ","23.12.2020","0:00:00","24.12.2020","0:00:00","True","False"
"Dasami; ","24.12.2020","0:00:00","25.12.2020","0:00:00","True","False"
"Ekadasi (suitable for fasting); Fasting for Moksada Ekadasi; Advent of Srimad Bhagavad-gita; ","25.12.2020","0:00:00","26.12.2020","0:00:00","True","False"
"Dvadasi; Break fast 08:45 - 10:47 (LT); ","26.12.2020","0:00:00","27.12.2020","0:00:00","True","False"
"Trayodasi; ","27.12.2020","0:00:00","28.12.2020","0:00:00","True","False"
"Caturdasi; ","28.12.2020","0:00:00","29.12.2020","0:00:00","True","False"
"Purnima; Katyayani vrata ends; Last day of Kesava Masa; ","29.12.2020","0:00:00","30.12.2020","0:00:00","True","False"
"Pratipat; First day of Narayana Masa; ","30.12.2020","0:00:00","31.12.2020","0:00:00","True","False"
"Dvitiya; ","31.12.2020","0:00:00","1.1.2021","0:00:00","True","False"
"Tritiya; ","1.1.2021","0:00:00","2.1.2021","0:00:00","True","False"
"Caturthi; Srila Bhaktisiddhanta Sarasvati Thakura -- Disappearance; ","2.1.2021","0:00:00","3.1.2021","0:00:00","True","False"
"Pancami; ","3.1.2021","0:00:00","4.1.2021","0:00:00","True","False"
"Sasti; ","4.1.2021","0:00:00","5.1.2021","0:00:00","True","False"
"Saptami; ","5.1.2021","0:00:00","6.1.2021","0:00:00","True","False"
"Astami; ","6.1.2021","0:00:00","7.1.2021","0:00:00","True","False"
"Navami; ","7.1.2021","0:00:00","8.1.2021","0:00:00","True","False"
"Dasami; ","8.1.2021","0:00:00","9.1.2021","0:00:00","True","False"
"Ekadasi (suitable for fasting); Fasting for Saphala Ekadasi; Sri Devananda Pandita -- Disappearance; ","9.1.2021","0:00:00","10.1.2021","0:00:00","True","False"
"Dvadasi; Break fast 08:36 - 10:49 (LT); ","10.1.2021","0:00:00","11.1.2021","0:00:00","True","False"
"Trayodasi; Sri Mahesa Pandita -- Disappearance; Sri Uddharana Datta Thakura -- Disappearance; ","11.1.2021","0:00:00","12.1.2021","0:00:00","True","False"
"Amavasya; ","12.1.2021","0:00:00","13.1.2021","0:00:00","True","False"
"Pratipat; Sri Locana Dasa Thakura -- Appearance; ","13.1.2021","0:00:00","14.1.2021","0:00:00","True","False"
"Dvitiya; Ganga Sagara Mela; Makara Sankranti; ","14.1.2021","0:00:00","15.1.2021","0:00:00","True","False"
"Tritiya; Srila Jiva Gosvami -- Disappearance; Sri Jagadisa Pandita -- Disappearance; ","15.1.2021","0:00:00","16.1.2021","0:00:00","True","False"
"Caturthi; ","16.1.2021","0:00:00","17.1.2021","0:00:00","True","False"
"Pancami; ","17.1.2021","0:00:00","18.1.2021","0:00:00","True","False"
"Sasti; ","18.1.2021","0:00:00","19.1.2021","0:00:00","True","False"
"Saptami; ","19.1.2021","0:00:00","20.1.2021","0:00:00","True","False"
"Saptami; ","20.1.2021","0:00:00","21.1.2021","0:00:00","True","False"
"Astami; ","21.1.2021","0:00:00","22.1.2021","0:00:00","True","False"
"Navami; ","22.1.2021","0:00:00","23.1.2021","0:00:00","True","False"
"Dasami; ","23.1.2021","0:00:00","24.1.2021","0:00:00","True","False"
"Ekadasi (suitable for fasting); Fasting for Putrada Ekadasi; ","24.1.2021","0:00:00","25.1.2021","0:00:00","True","False"
"Dvadasi; Break fast 08:12 - 10:44 (LT); Sri Jagadisa Pandita -- Appearance; ","25.1.2021","0:00:00","26.1.2021","0:00:00","True","False"
"Trayodasi; ","26.1.2021","0:00:00","27.1.2021","0:00:00","True","False"
"Caturdasi; ","27.1.2021","0:00:00","28.1.2021","0:00:00","True","False"
"Purnima; Sri Krsna Pusya Abhiseka; Last day of Narayana Masa; ","28.1.2021","0:00:00","29.1.2021","0:00:00","True","False"
"Pratipat; First day of Madhava Masa; ","29.1.2021","0:00:00","30.1.2021","0:00:00","True","False"
"Dvitiya; ","30.1.2021","0:00:00","31.1.2021","0:00:00","True","False"
"Tritiya; ","31.1.2021","0:00:00","1.2.2021","0:00:00","True","False"
"Caturthi; ","1.2.2021","0:00:00","2.2.2021","0:00:00","True","False"
"Pancami; Sri Ramacandra Kaviraja -- Disappearance; Srila Gopala Bhatta Gosvami -- Appearance; ","2.2.2021","0:00:00","3.2.2021","0:00:00","True","False"
"Sasti; Sri Jayadeva Gosvami -- Disappearance; ","3.2.2021","0:00:00","4.2.2021","0:00:00","True","False"
"Astami; Sri Locana Dasa Thakura -- Disappearance; ","4.2.2021","0:00:00","5.2.2021","0:00:00","True","False"
"Navami; ","5.2.2021","0:00:00","6.2.2021","0:00:00","True","False"
"Dasami; ","6.2.2021","0:00:00","7.2.2021","0:00:00","True","False"
"Ekadasi (suitable for fasting); Fasting for Sat-tila Ekadasi; ","7.2.2021","0:00:00","8.2.2021","0:00:00","True","False"
"Dvadasi; Break fast 07:41 - 10:35 (LT); ","8.2.2021","0:00:00","9.2.2021","0:00:00","True","False"
"Trayodasi; ","9.2.2021","0:00:00","10.2.2021","0:00:00","True","False"
"Caturdasi; ","10.2.2021","0:00:00","11.2.2021","0:00:00","True","False"
"Amavasya; ","11.2.2021","0:00:00","12.2.2021","0:00:00","True","False"
"Pratipat; ","12.2.2021","0:00:00","13.2.2021","0:00:00","True","False"
"Dvitiya; Kumbha Sankranti; ","13.2.2021","0:00:00","14.2.2021","0:00:00","True","False"
"Tritiya; ","14.2.2021","0:00:00","15.2.2021","0:00:00","True","False"
"Caturthi; ","15.2.2021","0:00:00","16.2.2021","0:00:00","True","False"
"Pancami; Vasanta Pancami; Srimati Visnupriya Devi -- Appearance; Sarasvati Puja; Srila Visvanatha Cakravarti Thakura -- Disappearance; Sri Pundarika Vidyanidhi -- Appearance; Sri Raghunandana Thakura -- Appearance; Srila Raghunatha Dasa Gosvami -- Appearance; ","16.2.2021","0:00:00","17.2.2021","0:00:00","True","False"
"Sasti; ","17.2.2021","0:00:00","18.2.2021","0:00:00","True","False"
"Saptami; Sri Advaita Acarya -- Appearance; (Fast today); ","18.2.2021","0:00:00","19.2.2021","0:00:00","True","False"
"Astami; Bhismastami; ","19.2.2021","0:00:00","20.2.2021","0:00:00","True","False"
"Astami; ","20.2.2021","0:00:00","21.2.2021","0:00:00","True","False"
"Navami; Sri Madhvacarya -- Disappearance; ","21.2.2021","0:00:00","22.2.2021","0:00:00","True","False"
"Dasami; Sri Ramanujacarya -- Disappearance; ","22.2.2021","0:00:00","23.2.2021","0:00:00","True","False"
"Ekadasi (suitable for fasting); Fasting for Bhaimi Ekadasi; (Fast today for Varahadeva); ","23.2.2021","0:00:00","24.2.2021","0:00:00","True","False"
"Dvadasi; Break fast 06:58 - 10:20 (LT); Varaha Dvadasi: Appearance of Lord Varahadeva; (Fasting is done yesterday); ","24.2.2021","0:00:00","25.2.2021","0:00:00","True","False"
"Trayodasi; Nityananda Trayodasi: Appearance of Sri Nityananda Prabhu; (Fast today); ","25.2.2021","0:00:00","26.2.2021","0:00:00","True","False"
"Caturdasi; ","26.2.2021","0:00:00","27.2.2021","0:00:00","True","False"
"Purnima; Sri Krsna Madhura Utsava; Srila Narottama Dasa Thakura -- Appearance; Last day of Madhava Masa; ","27.2.2021","0:00:00","28.2.2021","0:00:00","True","False"
"Pratipat; First day of Govinda Masa; ","28.2.2021","0:00:00","1.3.2021","0:00:00","True","False"
"Tritiya; ","1.3.2021","0:00:00","2.3.2021","0:00:00","True","False"
"Caturthi; ","2.3.2021","0:00:00","3.3.2021","0:00:00","True","False"
"Pancami; Sri Purusottama Das Thakura -- Disappearance; Srila Bhaktisiddhanta Sarasvati Thakura -- Appearance; ","3.3.2021","0:00:00","4.3.2021","0:00:00","True","False"
"Sasti; ","4.3.2021","0:00:00","5.3.2021","0:00:00","True","False"
"Saptami; ","5.3.2021","0:00:00","6.3.2021","0:00:00","True","False"
"Astami; ","6.3.2021","0:00:00","7.3.2021","0:00:00","True","False"
"Navami; ","7.3.2021","0:00:00","8.3.2021","0:00:00","True","False"
"Dasami; ","8.3.2021","0:00:00","9.3.2021","0:00:00","True","False"
"Ekadasi (suitable for fasting); Fasting for Vijaya Ekadasi; ","9.3.2021","0:00:00","10.3.2021","0:00:00","True","False"
"Dvadasi; Break fast 06:18 - 10:05 (LT); Sri Isvara Puri -- Disappearance; ","10.3.2021","0:00:00","11.3.2021","0:00:00","True","False"
"Trayodasi; ","11.3.2021","0:00:00","12.3.2021","0:00:00","True","False"
"Caturdasi; Siva Ratri; ","12.3.2021","0:00:00","13.3.2021","0:00:00","True","False"
"Amavasya; ","13.3.2021","0:00:00","14.3.2021","0:00:00","True","False"
"Pratipat; Srila Jagannatha Dasa Babaji -- Disappearance; Sri Rasikananda -- Disappearance; ","14.3.2021","0:00:00","15.3.2021","0:00:00","True","False"
"Dvitiya; Mina Sankranti; ","15.3.2021","0:00:00","16.3.2021","0:00:00","True","False"
"Tritiya; ","16.3.2021","0:00:00","17.3.2021","0:00:00","True","False"
"Caturthi; Sri Purusottama Dasa Thakura -- Appearance; ","17.3.2021","0:00:00","18.3.2021","0:00:00","True","False"
"Pancami; ","18.3.2021","0:00:00","19.3.2021","0:00:00","True","False"
"Sasti; ","19.3.2021","0:00:00","20.3.2021","0:00:00","True","False"
"Saptami; ","20.3.2021","0:00:00","21.3.2021","0:00:00","True","False"
"Astami; ","21.3.2021","0:00:00","22.3.2021","0:00:00","True","False"
"Navami; ","22.3.2021","0:00:00","23.3.2021","0:00:00","True","False"
"Dasami; ","23.3.2021","0:00:00","24.3.2021","0:00:00","True","False"
"Dasami; ","24.3.2021","0:00:00","25.3.2021","0:00:00","True","False"
"Dvadasi (suitable for fasting); Fasting for Amalaki vrata Ekadasi; Sri Madhavendra Puri -- Disappearance; ","25.3.2021","0:00:00","26.3.2021","0:00:00","True","False"
"Trayodasi; Break fast 05:31 - 09:46 (LT); ","26.3.2021","0:00:00","27.3.2021","0:00:00","True","False"
"Caturdasi; ","27.3.2021","0:00:00","28.3.2021","0:00:00","True","False"
"Purnima; Gaura Purnima: Appearance of Sri Caitanya Mahaprabhu; (Fast today); Last day of Govinda Masa; ","28.3.2021","0:00:00","29.3.2021","0:00:00","True","False"
"Pratipat; Festival of Jagannatha Misra; First day of Visnu Masa; ","29.3.2021","0:00:00","30.3.2021","0:00:00","True","False"
"Dvitiya; ","30.3.2021","0:00:00","31.3.2021","0:00:00","True","False"
"Tritiya; ","31.3.2021","0:00:00","1.4.2021","0:00:00","True","False"
"Caturthi; ","1.4.2021","0:00:00","2.4.2021","0:00:00","True","False"
"Sasti; ","2.4.2021","0:00:00","3.4.2021","0:00:00","True","False"
"Saptami; ","3.4.2021","0:00:00","4.4.2021","0:00:00","True","False"
"Astami; Sri Srivasa Pandita -- Appearance; ","4.4.2021","0:00:00","5.4.2021","0:00:00","True","False"
"Navami; ","5.4.2021","0:00:00","6.4.2021","0:00:00","True","False"
"Dasami; ","6.4.2021","0:00:00","7.4.2021","0:00:00","True","False"
"Ekadasi (suitable for fasting); Fasting for Papamocani Ekadasi; ","7.4.2021","0:00:00","8.4.2021","0:00:00","True","False"
"Dvadasi; Break fast 05:53 - 10:31 (DST); Sri Govinda Ghosh -- Disappearance; ","8.4.2021","0:00:00","9.4.2021","0:00:00","True","False"
"Trayodasi; ","9.4.2021","0:00:00","10.4.2021","0:00:00","True","False"
"Caturdasi; ","10.4.2021","0:00:00","11.4.2021","0:00:00","True","False"
"Amavasya; ","11.4.2021","0:00:00","12.4.2021","0:00:00","True","False"
"Pratipat; ","12.4.2021","0:00:00","13.4.2021","0:00:00","True","False"
"Pratipat; ","13.4.2021","0:00:00","14.4.2021","0:00:00","True","False"
"Dvitiya; Tulasi Jala Dan begins.; Mesa Sankranti; ","14.4.2021","0:00:00","15.4.2021","0:00:00","True","False"
"Tritiya; ","15.4.2021","0:00:00","16.4.2021","0:00:00","True","False"
"Caturthi; ","16.4.2021","0:00:00","17.4.2021","0:00:00","True","False"
"Pancami; Sri Ramanujacarya -- Appearance; ","17.4.2021","0:00:00","18.4.2021","0:00:00","True","False"
"Sasti; ","18.4.2021","0:00:00","19.4.2021","0:00:00","True","False"
"Saptami; ","19.4.2021","0:00:00","20.4.2021","0:00:00","True","False"
"Astami; ","20.4.2021","0:00:00","21.4.2021","0:00:00","True","False"
"Navami; Rama Navami: Appearance of Lord Sri Ramacandra; (Fast today); ","21.4.2021","0:00:00","22.4.2021","0:00:00","True","False"
"Dasami; ","22.4.2021","0:00:00","23.4.2021","0:00:00","True","False"
"Ekadasi (suitable for fasting); Fasting for Kamada Ekadasi; ","23.4.2021","0:00:00","24.4.2021","0:00:00","True","False"
"Dvadasi; Break fast 05:07 - 10:13 (DST); Damanakaropana Dvadasi; ","24.4.2021","0:00:00","25.4.2021","0:00:00","True","False"
"Trayodasi; ","25.4.2021","0:00:00","26.4.2021","0:00:00","True","False"
"Caturdasi; ","26.4.2021","0:00:00","27.4.2021","0:00:00","True","False"
"Purnima; Sri Balarama Rasayatra; Sri Krsna Vasanta Rasa; Sri Vamsivadana Thakura -- Appearance; Sri Syamananda Prabhu -- Appearance; Last day of Visnu Masa; ","27.4.2021","0:00:00","28.4.2021","0:00:00","True","False"
"Dvitiya; First day of Madhusudana Masa; ","28.4.2021","0:00:00","29.4.2021","0:00:00","True","False"
"Tritiya; ","29.4.2021","0:00:00","30.4.2021","0:00:00","True","False"
"Caturthi; ","30.4.2021","0:00:00","1.5.2021","0:00:00","True","False"
"Pancami; ","1.5.2021","0:00:00","2.5.2021","0:00:00","True","False"
"Sasti; ","2.5.2021","0:00:00","3.5.2021","0:00:00","True","False"
"Saptami; Sri Abhirama Thakura -- Disappearance; ","3.5.2021","0:00:00","4.5.2021","0:00:00","True","False"
"Astami; ","4.5.2021","0:00:00","5.5.2021","0:00:00","True","False"
"Navami; ","5.5.2021","0:00:00","6.5.2021","0:00:00","True","False"
"Dasami; Srila Vrndavana Dasa Thakura -- Disappearance; ","6.5.2021","0:00:00","7.5.2021","0:00:00","True","False"
"Ekadasi (suitable for fasting); Fasting for Varuthini Ekadasi; ","7.5.2021","0:00:00","8.5.2021","0:00:00","True","False"
"Dvadasi; Break fast 04:31 - 10:00 (DST); ","8.5.2021","0:00:00","9.5.2021","0:00:00","True","False"
"Trayodasi; ","9.5.2021","0:00:00","10.5.2021","0:00:00","True","False"
"Caturdasi; ","10.5.2021","0:00:00","11.5.2021","0:00:00","True","False"
"Amavasya; Sri Gadadhara Pandita -- Appearance; ","11.5.2021","0:00:00","12.5.2021","0:00:00","True","False"
"Pratipat; ","12.5.2021","0:00:00","13.5.2021","0:00:00","True","False"
"Dvitiya; ","13.5.2021","0:00:00","14.5.2021","0:00:00","True","False"
"Tritiya; Aksaya Trtiya. Candana Yatra starts. (Continues for 21 days); Tulasi Jala Dan ends.; ","14.5.2021","0:00:00","15.5.2021","0:00:00","True","False"
"Tritiya; Vrsabha Sankranti; ","15.5.2021","0:00:00","16.5.2021","0:00:00","True","False"
"Caturthi; ","16.5.2021","0:00:00","17.5.2021","0:00:00","True","False"
"Pancami; ","17.5.2021","0:00:00","18.5.2021","0:00:00","True","False"
"Sasti; ","18.5.2021","0:00:00","19.5.2021","0:00:00","True","False"
"Saptami; Jahnu Saptami; ","19.5.2021","0:00:00","20.5.2021","0:00:00","True","False"
"Astami; ","20.5.2021","0:00:00","21.5.2021","0:00:00","True","False"
"Navami; Srimati Sita Devi (consort of Lord Sri Rama) -- Appearance; Sri Madhu Pandita -- Disappearance; Srimati Jahnava Devi -- Appearance; ","21.5.2021","0:00:00","22.5.2021","0:00:00","True","False"
"Dasami; ","22.5.2021","0:00:00","23.5.2021","0:00:00","True","False"
"Dvadasi (suitable for fasting); Fasting for Mohini Ekadasi; Rukmini Dvadasi; ","23.5.2021","0:00:00","24.5.2021","0:00:00","True","False"
"Trayodasi; Break fast 03:56 - 09:48 (DST); Sri Jayananda Prabhu -- Disappearance; ","24.5.2021","0:00:00","25.5.2021","0:00:00","True","False"
"Caturdasi; Nrsimha Caturdasi: Appearance of Lord Nrsimhadeva; (Fast today); ","25.5.2021","0:00:00","26.5.2021","0:00:00","True","False"
"Purnima; Krsna Phula Dola, Salila Vihara; Sri Paramesvari Dasa Thakura -- Disappearance; Sri Sri Radha-Ramana Devaji -- Appearance; Sri Madhavendra Puri -- Appearance; Sri Srinivasa Acarya -- Appearance; Last day of Madhusudana Masa; ","26.5.2021","0:00:00","27.5.2021","0:00:00","True","False"
"Pratipat; First day of Trivikrama Masa; ","27.5.2021","0:00:00","28.5.2021","0:00:00","True","False"
"Dvitiya; ","28.5.2021","0:00:00","29.5.2021","0:00:00","True","False"
"Caturthi; ","29.5.2021","0:00:00","30.5.2021","0:00:00","True","False"
"Pancami; Sri Ramananda Raya -- Disappearance; ","30.5.2021","0:00:00","31.5.2021","0:00:00","True","False"
"Sasti; ","31.5.2021","0:00:00","1.6.2021","0:00:00","True","False"
"Saptami; ","1.6.2021","0:00:00","2.6.2021","0:00:00","True","False"
"Astami; ","2.6.2021","0:00:00","3.6.2021","0:00:00","True","False"
"Navami; ","3.6.2021","0:00:00","4.6.2021","0:00:00","True","False"
"Dasami; ","4.6.2021","0:00:00","5.6.2021","0:00:00","True","False"
"Ekadasi (not suitable for fasting); ","5.6.2021","0:00:00","6.6.2021","0:00:00","True","False"
"Dvadasi (suitable for fasting); Vyanjuli Mahadvadasi; Fasting for Apara Ekadasi; Srila Vrndavana Dasa Thakura -- Appearance; ","6.6.2021","0:00:00","7.6.2021","0:00:00","True","False"
"Dvadasi; Break fast 03:36 - 05:21 (DST); ","7.6.2021","0:00:00","8.6.2021","0:00:00","True","False"
"Trayodasi; ","8.6.2021","0:00:00","9.6.2021","0:00:00","True","False"
"Caturdasi; ","9.6.2021","0:00:00","10.6.2021","0:00:00","True","False"
"Amavasya; ","10.6.2021","0:00:00","11.6.2021","0:00:00","True","False"
"Pratipat; ","11.6.2021","0:00:00","12.6.2021","0:00:00","True","False"
"Dvitiya; ","12.6.2021","0:00:00","13.6.2021","0:00:00","True","False"
"Tritiya; ","13.6.2021","0:00:00","14.6.2021","0:00:00","True","False"
"Caturthi; ","14.6.2021","0:00:00","15.6.2021","0:00:00","True","False"
"Pancami; Mithuna Sankranti; ","15.6.2021","0:00:00","16.6.2021","0:00:00","True","False"
"Sasti; ","16.6.2021","0:00:00","17.6.2021","0:00:00","True","False"
"Saptami; ","17.6.2021","0:00:00","18.6.2021","0:00:00","True","False"
"Astami; ","18.6.2021","0:00:00","19.6.2021","0:00:00","True","False"
"Navami; ","19.6.2021","0:00:00","20.6.2021","0:00:00","True","False"
"Dasami; Sri Baladeva Vidyabhusana -- Disappearance; Ganga Puja; Srimati Gangamata Gosvamini -- Appearance; ","20.6.2021","0:00:00","21.6.2021","0:00:00","True","False"
"Ekadasi (suitable for fasting); Fasting for Pandava Nirjala Ekadasi; (Total fast, even from water, if you have broken Ekadasi); ","21.6.2021","0:00:00","22.6.2021","0:00:00","True","False"
"Dvadasi; Break fast 03:31 - 06:54 (DST); ","22.6.2021","0:00:00","23.6.2021","0:00:00","True","False"
"Trayodasi; Panihati Cida Dahi Utsava; ","23.6.2021","0:00:00","24.6.2021","0:00:00","True","False"
"Purnima; Snana Yatra; Sri Mukunda Datta -- Disappearance; Sri Sridhara Pandita -- Disappearance; Last day of Trivikrama Masa; ","24.6.2021","0:00:00","25.6.2021","0:00:00","True","False"
"Pratipat; Sri Syamananda Prabhu -- Disappearance; First day of Vamana Masa; ","25.6.2021","0:00:00","26.6.2021","0:00:00","True","False"
"Dvitiya; ","26.6.2021","0:00:00","27.6.2021","0:00:00","True","False"
"Tritiya; ","27.6.2021","0:00:00","28.6.2021","0:00:00","True","False"
"Caturthi; ","28.6.2021","0:00:00","29.6.2021","0:00:00","True","False"
"Pancami; Sri Vakresvara Pandita -- Appearance; ","29.6.2021","0:00:00","30.6.2021","0:00:00","True","False"
"Sasti; ","30.6.2021","0:00:00","1.7.2021","0:00:00","True","False"
"Saptami; ","1.7.2021","0:00:00","2.7.2021","0:00:00","True","False"
"Astami; ","2.7.2021","0:00:00","3.7.2021","0:00:00","True","False"
